FeatureCode,DateCode,Measurement,Units,Value,Scottish Health Survey Indicator,Sex
S92000003,2011,Percent,Percent Of Adults,31,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S92000003,2015,Percent,Percent Of Adults,34,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female
S92000003,2010,Percent,Percent Of Adults,30,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,34.3,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,35.5,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,38.4,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,10.5,Summary activity levels: Some activity,All
S92000003,2015,Percent,Percent Of Adults,12,Summary activity levels: Some activity,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,10.6,Summary activity levels: Some activity,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,10.1,Summary activity levels: Some activity,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,11.6,Summary activity levels: Some activity,All
S92000003,2019,Percent,Percent Of Adults,9,Summary activity levels: Some activity,Male
S92000003,2019,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,9.6,Summary activity levels: Some activity,All
S92000003,2014,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,12.9,Summary activity levels: Some activity,All
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,12.1,Summary activity levels: Some activity,All
S92000003,2015,Percent,Percent Of Adults,9,Summary activity levels: Some activity,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,9.8,Summary activity levels: Some activity,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,7.7,Summary activity levels: Some activity,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,31.5,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,36.1,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S92000003,2017,Percent,Percent Of Adults,34,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,33.6,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S92000003,2016,Percent,Percent Of Adults,35,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female
S92000003,2013,Percent,Percent Of Adults,31,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,37.6,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,9,Summary activity levels: Some activity,All
S92000003,2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,7.3,Summary activity levels: Some activity,Male
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,11.1,Summary activity levels: Some activity,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,32.8,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,32.1,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,31.5,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,85.3,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,81.6,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,85.7,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,83.7,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,81.8,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2011,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2015,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,85.9,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,82.4,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,83.9,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2008,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,85.1,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,83.6,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2012,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2018,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,84.5,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,85.9,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,82.9,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Female
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,19.2,Doctor-diagnosed asthma: Yes,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2015,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,82.8,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2019,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,85.7,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,85.8,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,81.3,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2019,Percent,Percent Of Adults,83,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,84.9,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,83.1,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2010,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2016,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2017,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2015,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,86.9,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,84.7,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,86.7,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,85.8,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,84.8,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2013,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,85.3,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,84.1,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2009,Percent,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,86.3,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,86.3,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,83.8,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,87.7,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,85.7,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2016,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,86.3,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,83.5,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,86.5,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2017,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,85.7,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,18.1,Doctor-diagnosed asthma: Yes,Male
S92000003,2018,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,19.9,Doctor-diagnosed asthma: Yes,Female
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,15.1,Doctor-diagnosed asthma: Yes,Male
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,9.5,Doctor-diagnosed asthma: Yes,Male
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,13,Doctor-diagnosed asthma: Yes,All
S92000003,2008,Percent,Percent Of Adults,12,Doctor-diagnosed asthma: Yes,Male
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,13.8,Doctor-diagnosed asthma: Yes,Male
S92000003,2019,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,18.3,Doctor-diagnosed asthma: Yes,Male
S92000003,2017,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,18.6,Doctor-diagnosed asthma: Yes,Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,16.3,Doctor-diagnosed asthma: Yes,Female
S92000003,2015,Percent,Percent Of Adults,18,Doctor-diagnosed asthma: Yes,Female
S92000003,2012,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,17.4,Doctor-diagnosed asthma: Yes,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,17.6,Doctor-diagnosed asthma: Yes,All
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,16.5,Doctor-diagnosed asthma: Yes,All
S92000003,2014,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,Male
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,13.8,Doctor-diagnosed asthma: Yes,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,16.1,Doctor-diagnosed asthma: Yes,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,11.8,Doctor-diagnosed asthma: Yes,All
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,13,Doctor-diagnosed asthma: Yes,All
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,14.1,Doctor-diagnosed asthma: Yes,Female
S92000003,2010,Percent,Percent Of Adults,15,Doctor-diagnosed asthma: Yes,All
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,18.5,Doctor-diagnosed asthma: Yes,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,16.5,Doctor-diagnosed asthma: Yes,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,17.8,Doctor-diagnosed asthma: Yes,Male
S92000003,2010,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,11.8,Doctor-diagnosed asthma: Yes,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,15.5,Doctor-diagnosed asthma: Yes,All
S92000003,2015,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,All
S92000003,2018,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Male
S92000003,2009,Percent,Percent Of Adults,14,Doctor-diagnosed asthma: Yes,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,14,Doctor-diagnosed asthma: Yes,Male
S92000003,2015,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,Male
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,13.6,Doctor-diagnosed asthma: Yes,Female
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,18.1,Doctor-diagnosed asthma: Yes,Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,15.6,Doctor-diagnosed asthma: Yes,All
S92000003,2008,Percent,Percent Of Adults,15,Doctor-diagnosed asthma: Yes,Female
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,19.3,Doctor-diagnosed asthma: Yes,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,18.5,Doctor-diagnosed asthma: Yes,All
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,14.7,Doctor-diagnosed asthma: Yes,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,14.3,Doctor-diagnosed asthma: Yes,Male
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,15.6,Doctor-diagnosed asthma: Yes,Female
S92000003,2017,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,All
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,18.7,Doctor-diagnosed asthma: Yes,Female
S92000003,2014,Percent,Percent Of Adults,18,Doctor-diagnosed asthma: Yes,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,20,Doctor-diagnosed asthma: Yes,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,15.3,Doctor-diagnosed asthma: Yes,Female
S92000003,2011,Percent,Percent Of Adults,15,Doctor-diagnosed asthma: Yes,All
S92000003,2019,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,14.7,Doctor-diagnosed asthma: Yes,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,12.6,Doctor-diagnosed asthma: Yes,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,15.1,Doctor-diagnosed asthma: Yes,All
S92000003,2016,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,17.5,Doctor-diagnosed asthma: Yes,All
S92000003,2013,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,90.5,Doctor-diagnosed asthma: No,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,82.4,Doctor-diagnosed asthma: No,All
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,84.9,Doctor-diagnosed asthma: No,Male
S92000003,2019,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,All
S92000003,2010,Percent,Percent Of Adults,85,Doctor-diagnosed asthma: No,All
S92000003,2009,Percent,Percent Of Adults,88,Doctor-diagnosed asthma: No,Male
S92000003,2017,Percent,Percent Of Adults,83,Doctor-diagnosed asthma: No,Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,81.4,Doctor-diagnosed asthma: No,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,82.5,Doctor-diagnosed asthma: No,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,80.1,Doctor-diagnosed asthma: No,Female
S92000003,2013,Percent,Percent Of Adults,83,Doctor-diagnosed asthma: No,Female
S92000003,2014,Percent,Percent Of Adults,82,Doctor-diagnosed asthma: No,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,85,Doctor-diagnosed asthma: No,All
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,84.9,Doctor-diagnosed asthma: No,All
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,87,Doctor-diagnosed asthma: No,All
S92000003,2017,Percent,Percent Of Adults,85,Doctor-diagnosed asthma: No,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,81.4,Doctor-diagnosed asthma: No,All
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,83.5,Doctor-diagnosed asthma: No,All
S92000003,2013,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,Male
S92000003,2011,Percent,Percent Of Adults,85,Doctor-diagnosed asthma: No,All
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,83.5,Doctor-diagnosed asthma: No,All
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,85.9,Doctor-diagnosed asthma: No,Female
S92000003,2008,Percent,Percent Of Adults,88,Doctor-diagnosed asthma: No,Male
S92000003,2014,Percent,Percent Of Adults,83,Doctor-diagnosed asthma: No,All
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,84.9,Doctor-diagnosed asthma: No,Male
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,83.9,Doctor-diagnosed asthma: No,Female
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,80,Doctor-diagnosed asthma: No,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,84.2,Doctor-diagnosed asthma: No,All
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,83.1,Doctor-diagnosed asthma: No,Male
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,86.4,Doctor-diagnosed asthma: No,Female
S92000003,2016,Percent,Percent Of Adults,85,Doctor-diagnosed asthma: No,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,87.4,Doctor-diagnosed asthma: No,Female
S92000003,2016,Percent,Percent Of Adults,85,Doctor-diagnosed asthma: No,Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,87.1,Doctor-diagnosed asthma: No,Male
S92000003,2011,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,81.4,Doctor-diagnosed asthma: No,Female
S92000003,2011,Percent,Percent Of Adults,86,Doctor-diagnosed asthma: No,Male
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,88.2,Doctor-diagnosed asthma: No,All
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,84.7,Doctor-diagnosed asthma: No,Female
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,89,Doctor-diagnosed asthma: No,Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,85.9,Doctor-diagnosed asthma: No,All
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,83,Doctor-diagnosed asthma: No,Female
S92000003,2015,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,Male
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,80.7,Doctor-diagnosed asthma: No,Female
S92000003,2015,Percent,Percent Of Adults,82,Doctor-diagnosed asthma: No,Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,82.2,Doctor-diagnosed asthma: No,Male
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,81.9,Doctor-diagnosed asthma: No,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,86,Doctor-diagnosed asthma: No,Male
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,84.9,Doctor-diagnosed asthma: No,Female
S92000003,2016,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,Female
S92000003,2012,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,All
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,82.3,Doctor-diagnosed asthma: No,All
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,85.3,Doctor-diagnosed asthma: No,Female
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,85.1,Doctor-diagnosed asthma: No,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,83.7,Doctor-diagnosed asthma: No,Female
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,82.4,Doctor-diagnosed asthma: No,Female
S92000003,2010,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2010,Percent,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,83.4,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,82.2,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,86.1,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,82.5,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,82.7,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,83.3,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,84.7,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,83.3,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,83.8,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2018,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,87.4,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2016,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2011,Percent,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,82.4,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,87.2,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,83.1,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,85.1,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2018,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2011,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,85.1,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,85.7,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,82.2,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2008,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,83.4,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,83.2,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2012,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2014,Percent,Percent Of Adults,82,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,85.4,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2014,Percent,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2009,Percent,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,82.8,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,79.8,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,85.7,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,87.4,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,82.8,Doctor-diagnosed asthma: No,Male
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,90.5,Doctor-diagnosed asthma: No,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,88.2,Doctor-diagnosed asthma: No,Male
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,87,Doctor-diagnosed asthma: No,All
S92000003,2019,Percent,Percent Of Adults,86,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,85.1,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,82.3,Doctor-diagnosed asthma: No,Male
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,85.1,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,87.8,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,87,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2012,Percent,Percent Of Adults,83,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2014,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,83.8,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,82.8,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2017,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2008,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,86.3,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2013,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,All
S92000003,2013,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,83.5,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2009,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Male
S92000003,2018,Percent,Percent Of Adults,4,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2017,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,3.9,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,5.8,Number of natural teeth (including crowns): Fewer than 10,Female
S92000003,2010,Percent,Percent Of Adults,5,Number of natural teeth (including crowns): Fewer than 10,Male
